image_path,bbox_x,bbox_y,bbox_w,bbox_h,Unnamed: 0,label
./Testing/store4/images/store4_59.jpg,0.01511437908496732,0.19791666666666666,0.5657679738562091,0.5410539215686274,3326,7
./Testing/store4/images/store4_59.jpg,0.0298202614379085,0.6488970588235294,0.9758986928104575,0.9761029411764706,3326,7
./Testing/store4/images/store4_14.jpg,0.04013480392156863,0.005718954248366013,0.9905024509803921,0.26062091503267976,3960,24
./Testing/store4/images/store4_14.jpg,0.5180759803921569,0.5228758169934641,0.9325980392156863,0.9934640522875817,3960,24
./Testing/store4/images/store4_14.jpg,0.00428921568627451,0.5044934640522876,0.5171568627450981,0.9946895424836601,3960,24
./Testing/store4/images/store4_27.jpg,0.004493464052287581,0.3180147058823529,0.5012254901960784,0.5337009803921569,2145,32
./Testing/store4/images/store4_27.jpg,0.051879084967320264,0.6599264705882353,0.7916666666666666,0.9908088235294118,2145,32
./Testing/store4/images/store4_27.jpg,0.741421568627451,0.6109068627450981,0.991421568627451,0.9577205882352942,2145,32
./Testing/store4/images/store4_27.jpg,0.5044934640522876,0.3474264705882353,0.9963235294117647,0.5202205882352942,2145,32
./Testing/store4/images/store4_52.jpg,0.007659313725490196,0.06862745098039216,0.19914215686274508,0.37540849673202614,3326,7
./Testing/store4/images/store4_52.jpg,0.017769607843137254,0.5563725490196079,0.5254289215686274,0.9562908496732027,3326,7
./Testing/store4/images/store4_52.jpg,0.18903186274509803,0.24428104575163398,0.7503063725490197,0.39133986928104575,3326,7
./Testing/store4/images/store4_52.jpg,0.7089460784313726,0.1875,0.9957107843137255,0.4035947712418301,3326,7
./Testing/store4/images/store4_17.jpg,0.0006127450980392157,0.5265522875816994,0.9344362745098039,0.9906045751633987,3960,24
./Testing/store4/images/store4_17.jpg,0.007352941176470588,0.17483660130718953,0.680453431372549,0.43423202614379086,3960,24
./Testing/store4/images/store4_17.jpg,0.6957720588235294,0.21323529411764705,0.9871323529411765,0.43709150326797386,3960,24
./Testing/store4/images/store4_1.jpg,0.00428921568627451,0.006535947712418301,0.37745098039215685,0.397875816993464,1918,28
./Testing/store4/images/store4_1.jpg,0.3704044117647059,0.006535947712418301,0.8287377450980392,0.40604575163398693,1918,28
./Testing/store4/images/store4_1.jpg,0.8066789215686274,0.003676470588235294,0.9947916666666666,0.4027777777777778,1918,28
./Testing/store4/images/store4_1.jpg,0.006127450980392157,0.5065359477124183,0.2193627450980392,0.9926470588235294,1918,28
./Testing/store4/images/store4_1.jpg,0.21262254901960784,0.5134803921568627,0.9941789215686274,0.9995915032679739,1918,28
./Testing/store4/images/store4_63.jpg,0.01511437908496732,0.3180147058823529,0.8696895424836601,0.6452205882352942,1972,31
./Testing/store4/images/store4_63.jpg,0.00857843137254902,0.6881127450980392,0.8370098039215687,0.9638480392156863,1972,31
./Testing/store4/images/store4_63.jpg,0.020016339869281044,0.016544117647058824,0.7046568627450981,0.29963235294117646,1972,31
./Testing/store4/images/store4_15.jpg,0.005208333333333333,0.6196895424836601,0.34160539215686275,0.9922385620915033,3960,24
./Testing/store4/images/store4_15.jpg,0.4537377450980392,0.07434640522875817,1.0024509803921569,0.22140522875816993,3960,24
./Testing/store4/images/store4_15.jpg,0.0033700980392156864,0.044526143790849675,0.4224877450980392,0.2181372549019608,3960,24
./Testing/store4/images/store4_15.jpg,0.34957107843137253,0.4840686274509804,0.9911151960784313,0.9877450980392157,3960,24
./Testing/store4/images/store4_3.jpg,0.009395424836601307,0.7579656862745098,0.9946895424836601,0.9895833333333334,1918,28
./Testing/store4/images/store4_3.jpg,0.42769607843137253,0.4099264705882353,0.983251633986928,0.7015931372549019,1918,28
./Testing/store4/images/store4_3.jpg,0.009395424836601307,0.4111519607843137,0.4113562091503268,0.7077205882352942,1918,28
./Testing/store4/images/store4_3.jpg,0.414624183006536,0.010416666666666666,0.9848856209150327,0.3278186274509804,1918,28
./Testing/store4/images/store4_3.jpg,0.009395424836601307,0.08272058823529412,0.4309640522875817,0.3694852941176471,1918,28
./Testing/store4/images/store4_18.jpg,0.01184640522875817,0.25919117647058826,0.9889705882352942,0.602328431372549,3960,24
./Testing/store4/images/store4_18.jpg,0.006944444444444444,0.027573529411764705,0.6997549019607843,0.20159313725490197,3960,24
./Testing/store4/images/store4_18.jpg,0.6948529411764706,0.015318627450980392,0.9938725490196079,0.18075980392156862,3960,24
./Testing/store4/images/store4_18.jpg,0.18831699346405228,0.7506127450980392,0.7336601307189542,0.9993872549019608,3960,24
./Testing/store4/images/store4_18.jpg,0.7422385620915033,0.8229166666666666,0.9938725490196079,0.9944852941176471,3960,24
./Testing/store4/images/store4_78.jpg,0.01184640522875817,0.46629901960784315,0.5706699346405228,0.9908088235294118,4302,16
./Testing/store4/images/store4_78.jpg,0.5298202614379085,0.4528186274509804,0.9791666666666666,0.9883578431372549,4302,16
./Testing/store4/images/store4_78.jpg,0.09191176470588236,0.04718137254901961,0.9906045751633987,0.31066176470588236,4302,16
./Testing/store4/images/store4_64.jpg,0.5965073529411765,0.49019607843137253,1.0027573529411764,0.8872549019607843,1972,31
./Testing/store4/images/store4_64.jpg,0.007659313725490196,0.681781045751634,0.6127450980392157,0.988562091503268,1972,31
./Testing/store4/images/store4_64.jpg,0.7401960784313726,0.013071895424836602,0.9733455882352942,0.3104575163398693,1972,31
./Testing/store4/images/store4_24.jpg,0.010723039215686275,0.6188725490196079,0.2037377450980392,0.9873366013071896,2145,32
./Testing/store4/images/store4_24.jpg,0.1724877450980392,0.5731209150326797,0.9895833333333334,0.9828431372549019,2145,32
./Testing/store4/images/store4_24.jpg,0.010723039215686275,0.061274509803921566,0.9911151960784313,0.40318627450980393,2145,32
./Testing/store4/images/store4_79.jpg,0.6522671568627451,0.3451797385620915,0.9941789215686274,0.9334150326797386,4302,16
./Testing/store4/images/store4_79.jpg,0.05392156862745098,0.2937091503267974,0.6835171568627451,0.9726307189542484,4302,16
./Testing/store4/images/store4_75.jpg,0.007659313725490196,0.20915032679738563,0.22242647058823528,0.991421568627451,4302,16
./Testing/store4/images/store4_75.jpg,0.19730392156862744,0.2062908496732026,0.6246936274509803,0.9803921568627451,4302,16
./Testing/store4/images/store4_75.jpg,0.5912990196078431,0.21568627450980393,0.9905024509803921,0.983251633986928,4302,16
./Testing/store4/images/store4_80.jpg,0.6421568627450981,0.2667483660130719,1.0006127450980393,0.9934640522875817,4302,16
./Testing/store4/images/store4_80.jpg,0.006127450980392157,0.2201797385620915,0.6973039215686274,0.9910130718954249,4302,16
./Testing/store4/images/store4_80.jpg,0.2974877450980392,0.5988562091503268,0.9941789215686274,0.9861111111111112,4302,16
./Testing/store4/images/store4_80.jpg,0.012561274509803922,0.05473856209150327,0.3167892156862745,0.6282679738562091,4302,16
./Testing/store4/images/store4_25.jpg,0.1170343137254902,0.06985294117647059,0.8621323529411765,0.3639705882352941,2145,32
./Testing/store4/images/store4_25.jpg,0.015625,0.5927287581699346,0.6053921568627451,0.9828431372549019,2145,32
./Testing/store4/images/store4_25.jpg,0.5713848039215687,0.5886437908496732,0.9895833333333334,0.9587418300653595,2145,32
./Testing/store4/images/store4_69.jpg,0.0015318627450980392,0.3415032679738562,0.18198529411764705,0.7361111111111112,1972,31
./Testing/store4/images/store4_69.jpg,0.1323529411764706,0.37949346405228757,0.578125,0.738562091503268,1972,31
./Testing/store4/images/store4_69.jpg,0.5670955882352942,0.39828431372549017,0.9338235294117647,0.7630718954248366,1972,31
./Testing/store4/images/store4_10.jpg,0.008884803921568627,0.04003267973856209,0.3480392156862745,0.49387254901960786,1918,28
./Testing/store4/images/store4_10.jpg,0.3425245098039216,0.011437908496732025,0.991421568627451,0.4673202614379085,1918,28
./Testing/store4/images/store4_10.jpg,0.20986519607843138,0.5600490196078431,0.5517769607843137,0.9852941176470589,1918,28
./Testing/store4/images/store4_42.jpg,0.014297385620915032,0.5753676470588235,0.30187908496732024,0.9246323529411765,3646,26
./Testing/store4/images/store4_42.jpg,0.2479575163398693,0.5631127450980392,0.7965686274509803,0.9613970588235294,3646,26
./Testing/store4/images/store4_42.jpg,0.004493464052287581,0.1881127450980392,0.3492647058823529,0.4417892156862745,3646,26
./Testing/store4/images/store4_42.jpg,0.26919934640522875,0.07291666666666667,0.9881535947712419,0.42340686274509803,3646,26
